"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"Basispaket";"BP";845;668;156;231;22;35;57;83;4039;40;26;309;30;552;20;44;16;7;35;1;119;71;14;5;7425;42;29;14;40;2;127;19;431
"Dermatologie";"DER1";29;1;3;1;0;1;0;3;11;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;2
"";"DER1.1";34;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;38;1;1;0;0;0;2;0;
"";"DER1.2";2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"DER2";2;1;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1
"Hals-Nasen-Ohren";"HNO1";98;10;0;4;0;1;7;1;2;1;0;6;0;33;1;0;0;0;6;0;0;134;0;0;304;1;3;0;4;0;8;0;15
"";"HNO1.1";91;6;0;2;0;1;0;1;0;0;0;5;0;9;0;0;0;0;2;0;0;17;0;0;134;2;1;0;0;0;3;0;7
"";"HNO1.1.1";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"HNO1.2";65;8;0;18;1;1;6;0;0;0;1;6;0;0;2;0;0;0;17;0;0;113;0;0;238;5;1;0;0;0;6;0;12
"";"HNO1.2.1";1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"HNO1.3";43;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;2
"";"HNO1.3.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"HNO1.3.2";4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"HNO2";15;23;6;6;0;1;0;0;54;5;0;8;0;0;0;0;0;0;0;0;0;6;0;0;124;0;0;0;0;0;0;1;10
"";"KIE1";7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;16;1;0;0;1;0;2;0;
"Neurochirurgie";"NCH1";50;7;0;11;0;0;0;0;0;0;0;0;2;7;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;2
"";"NCH1.1";1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"NCH1.1.1";21;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;
"";"NCH1.1.1.1";4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"NCH1.1.2";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"NCH1.1.3";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH2";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH2.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH3";2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;1;0;
"Neurologie";"NEU1";22;5;0;4;0;0;0;1;31;0;0;3;0;15;0;0;0;0;0;3;0;0;1;0;85;0;0;0;0;0;0;0;10
"";"NEU2";3;2;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0;0;1;0;
"";"NEU2.1";4;3;0;1;0;0;0;0;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;
"";"NEU3";68;27;7;12;1;0;1;0;116;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;239;0;0;0;0;0;0;0;13
"";"NEU3.1";9;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;3
"";"NEU4";2;0;0;5;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;19;0;0;0;0;32;0;0;0;0;0;0;0;1
"";"NEU4.1";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;6;0;0;0;0;0;0;0;
"";"NEU4.2";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;14;0;0;0;0;0;0;0;1
"Ophthalmologie";"AUG1";12;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2;0;0;0;0;2;0;1
