"Spitalname";"2016";"2017";"2018";"% Änd. Vorjahr"
"Universitätsspital Zürich";6144.68;6502.596;6588.019;1.31367533828028
"Kantonsspital Winterthur";2514.313;2542.251;2597.266;2.1640270767914
"Stadtspital Triemli";2191.303;2194.164;2165.169;-1.32146001848542
"Klinik Hirslanden";1377.078;1394.76;1263.273;-9.42721328400585
"See-Spital";689.529;663.005;651.038;-1.80496376347086
"Spital Uster";812.113;831.781;842.079;1.23806626984748
"Spital Limmattal";895.546;912.231;931.409;2.10231838207646
"Spital Bülach";768.092;766.927;842.759;9.88777289103135
"Spital Zollikerberg";712.472;732.508;746.119;1.85813670294386
"GZO AG Spital Wetzikon";674.74;699.15;708.172;1.29042408639062
"Stadtspital Waid";883.502;936.846;906.793;-3.2078911582053
"Schulthess Klinik";823.124;843.611;923.93;9.52085736198318
"Kinderspital Zürich";1565.637;1580.459;1605.88;1.60845678375712
"Spital Männedorf";603.701;654.49;655.941;0.221699338416181
"Universitätsklinik Balgrist";796.587;818.117;852.271;4.17470850746287
"Spital Affoltern";358.632;352.892;363.373;2.97003049091507
"Paracelsus-Spital Richterswil";194.281;172.382;183.1;6.21758652295483
"Limmatklinik";50.166;42.826;36.866;-13.9167795264559
"Klinik Lengg";215.825;226.381;218.5;-3.48129922564173
"Uroviva Klinik für Urologie";43.09;49.55;52.72;6.39757820383451
"Adus Medica";20.19;18.9;27.95;47.8835978835979
"Klinik Susenberg";76.223;80.336;81.378;1.29705238000399
"Sune-Egge";51.52;51.04;52.42;2.7037617554859
"Spitäler mit Zürcher Leistungsauftrag";22462.344;23067.203;23296.425;0.993713888935721
"Geburtshaus Zürcher Oberland";18.788;19.67;24.046;22.2470767666497
"Geburtshaus Delphys";5.99;6.07;6.98;14.9917627677101
"Geburtshäuser mit Zürcher Leistungsauftrag";24.778;25.74;31.026;20.5361305361305
"Klinik Im Park";499.526;506.908;480.717;-5.16681528009028
"Privatklinik Bethanien";184.655;187.322;177.609;-5.18518913955648
"Klinik Lindberg";103.846;112.01;108.296;-3.31577537719846
"Klinik Pyramide am See";87.93;88.67;82.54;-6.91327393707003
"Klinik Tiefenbrunnen";7.44;5.81;6.46;11.1876075731497
"Eulachklinik";5.87;4.19;;
"Spitäler ohne Zürcher Leistungsauftrag";889.267;904.91;855.622;-5.44672950901196
"Total Kanton Zürich";23376.389;23997.853;24183.073;0.771819045645472
"Spitäler Schaffhausen";985.943;902.078;;-8.50606982350907
