"Spitalname";"2015";"2016";"2017";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";4480;4685;4818;2.83884738527214
"Integrierte Psychiatrie Winterthur - ZU";2949;3166;3181;0.473783954516738
"Clienia Privatklinik Schlössli";2292;2605;2598;-0.268714011516313
"Sanatorium Kilchberg";2010;2071;2255;8.88459681313376
"Psychiatriestützpunkt Spital Affoltern";213;198;202;2.02020202020201
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";11944;12725;13054;2.58546168958742
"Kinder- und Jugendpsychiatrischer Dienst";173;;;
"Modellstation SOMOSA";49;37;36;-2.7027027027027
"Kispi Zürich - Psychosomatik und Psychiatrie";57;59;56;-5.08474576271186
"KSW - Sozialpädiatrisches Zentrum";25;23;20;-13.0434782608696
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";304;119;112;-5.88235294117647
"Forel Klinik";492;532;549;3.19548872180451
"Suchtbehandlung Frankental";134;158;167;5.69620253164558
"USZ - Zentrum für Essstörungen";38;46;52;13.0434782608696
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";664;736;768;4.34782608695652
"Privatklinik Hohenegg";492;513;500;-2.53411306042886
"Total Kanton Zürich";13404;14093;14434;2.41964095650322
"Clienia Privatklinik Littenheid";1827;1928;;5.52818828680897
"Spitäler Schaffhausen";609;649;;6.56814449917897
"Klinik Meissenberg";435;493;;13.3333333333333
"Klinik Sonnenhof";186;171;;-8.06451612903226
