"Spitalname";"2015";"2016";"2017";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";196683.007;237950.929;238623.126;0.28249395908011
"Integrierte Psychiatrie Winterthur - ZU";99452.469;98380.392;100335.998;1.98780057717194
"Clienia Privatklinik Schlössli";88921.443;88375.952;89162.907;0.890462826358007
"Sanatorium Kilchberg";58059.204;56956.881;54984.519;-3.46290380612659
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";443116.123;481664.154;483106.55;0.299460939333285
"Kinder- und Jugendpsychiatrischer Dienst";44515.859;;;
"Modellstation SOMOSA";5393.53;5336.292;5577.35;4.51733151034464
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";49909.389;5336.292;5577.35;4.51733151034464
"Forel Klinik";17933.987;18730.633;20170.43;7.68685713931825
"Suchtbehandlung Frankental";2120.914;2542.155;2415.307;-4.98978229100903
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";20054.901;21272.788;22585.737;6.17196485951912
"Privatklinik Hohenegg";22601.515;23294.719;23482.643;0.806723618344574
"Total Kanton Zürich";535681.928;531567.953;534752.28;0.599044201598065
"Clienia Privatklinik Littenheid";64893.066;69039.022;;6.38890447863876
"Klinik Meissenberg";15939.127;15748.909;;-1.19340287582876
"Klinik Sonnenhof";13804.768;13632.391;;-1.24867726860749
