"Spitalname";"2015";"2016";"2017";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";1248.87;1462.143;1538.542;5.225138717622
"Integrierte Psychiatrie Winterthur - ZU";570.563;571.485;586.525;2.63174011566356
"Clienia Privatklinik Schlössli";504.889;500.645;493.141;-1.49886646226367
"Sanatorium Kilchberg";318.276;330.748;316.567;-4.28755427092529
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";2642.598;2865.021;2934.775;2.43467674407971
"Kinder- und Jugendpsychiatrischer Dienst";257.858;;;
"Modellstation SOMOSA";32.838;32.942;34.556;4.89952036913361
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";290.696;32.942;34.556;4.89952036913361
"Forel Klinik";99.986;103.136;107.788;4.51054917778468
"Suchtbehandlung Frankental";15.565;18.055;17.085;-5.3724729991692
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";115.551;121.191;124.873;3.03817940276092
"Privatklinik Hohenegg";123.678;125.228;130.74;4.40157153352287
"Total Kanton Zürich";3172.523;3144.382;3224.944;2.56209328255919
"Clienia Privatklinik Littenheid";367.443;396.401;;7.88095024262268
"Klinik Meissenberg";99.988;104.402;;4.41452974356924
"Klinik Sonnenhof";89.616;86.002;;-4.03276200678451
