"Spitalname";"2015";"2016";"2017";"% Änd. Vorjahr"
"Psychiatrische Universitätsklinik Zürich";194605.162;230479.319;232387.337;0.827847812236904
"Integrierte Psychiatrie Winterthur - ZU";95756.026;95944.003;95887.042;-0.0593690050643358
"Clienia Privatklinik Schlössli";84419.288;83946.883;85552.91;1.91314667395095
"Sanatorium Kilchberg";57037.976;56766.269;53417.597;-5.89905248132477
"Allgemeinpsychiatrien mit Zürcher Leistungsauftrag";431818.452;467136.474;467244.886;0.023207778889911
"Kinder- und Jugendpsychiatrischer Dienst";45784.859;;;
"Modellstation SOMOSA";5360.681;5292.373;5524.583;4.38763480956463
"Kinder- und Jugendpsychiatrien mit Zürcher Leistungsauftrag";51145.54;5292.373;5524.583;4.38763480956463
"Forel Klinik";17655.049;18482.841;19531.52;5.67379765913694
"Suchtbehandlung Frankental";2796.463;2851.747;2824.872;-0.942404778544526
"Spezialisierte Angebote mit Zürcher Leistungsauftrag";20451.512;21334.588;22356.392;4.78942457196736
"Privatklinik Hohenegg";22788.349;23079.37;23655.735;2.49731686783479
"Total Kanton Zürich";526203.853;516842.805;518781.596;0.375121987042082
"Clienia Privatklinik Littenheid";63067.04;66919.274;;6.10815728786385
"Klinik Meissenberg";14247.176;14308.469;;0.43021157315668
"Klinik Sonnenhof";13657.617;13428.345;;-1.67871159368432
