"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"Basispaket";"BP";299;8456;43;84;9;3;190;17;64;21;123;29;7;130;28;25;2;7;20;1;3;0;4;4;9569;13;13;254;20;1;301;327;787
"Dermatologie";"DER1";15;23;0;0;0;0;1;2;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;50;0;0;2;0;0;2;1;6
"";"DER1.1";23;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;2;0;1;0;0;3;0;
"";"DER1.2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"DER2";2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;1;2
"Hals-Nasen-Ohren";"HNO1";58;109;1;1;0;0;7;1;13;0;5;0;0;12;0;0;0;0;62;0;0;86;0;0;355;2;0;3;1;0;6;9;83
"";"HNO1.1";40;42;0;1;0;0;1;0;16;0;0;0;0;14;0;0;0;0;7;0;0;5;0;0;126;0;1;4;0;0;5;0;9
"";"HNO1.1.1";4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"HNO1.2";32;102;0;7;0;0;5;0;20;0;4;1;0;0;2;0;0;0;65;0;0;38;0;0;276;0;0;32;2;0;34;0;113
"";"HNO1.2.1";3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
