"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"Basispaket";"BP";4256;116;6482;1237;725;172;81;196;73;1602;70;4478;105;1531;130;194;183;67;75;10;9;18;104;82;21996;491;232;2;162;7;894;17;1232
"Dermatologie";"DER1";73;5;19;3;4;0;0;8;0;2;0;3;0;11;4;0;0;0;0;0;0;0;0;0;132;2;0;1;0;0;3;0;3
"";"DER1.1";56;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;1;0;1;0;3
"";"DER1.2";4;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;1;0;
"";"DER2";16;0;5;4;1;1;0;1;0;2;0;10;0;1;0;0;0;0;0;0;0;0;0;5;46;1;0;0;0;0;1;0;
"Hals-Nasen-Ohren";"HNO1";299;1;27;23;7;38;11;13;0;3;1;27;0;92;4;0;2;0;79;0;0;28;0;0;655;9;7;0;9;0;25;0;17
"";"HNO1.1";187;3;4;16;2;1;0;1;0;0;0;14;0;21;1;0;0;0;14;0;0;0;0;0;264;3;10;1;4;0;18;0;10
"";"HNO1.1.1";6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
"";"HNO1.2";202;1;0;85;9;20;10;0;2;19;0;29;0;3;10;0;0;0;50;0;0;84;0;0;524;4;1;1;33;0;39;0;23
"";"HNO1.2.1";1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;
"";"HNO1.3";110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;5;0;1;0;6;0;8
"";"HNO1.3.1";1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1
"";"HNO1.3.2";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"HNO2";57;2;41;35;0;7;0;5;4;16;1;28;0;0;1;0;0;0;0;0;0;0;0;0;197;4;14;0;4;0;22;0;9
"";"KIE1";131;3;0;1;1;0;0;0;0;1;0;2;0;8;0;0;0;0;3;0;0;0;0;0;150;4;0;0;6;0;10;0;3
"Neurochirurgie";"NCH1";137;1;1;68;0;0;0;0;0;0;0;0;4;26;0;0;0;0;2;0;0;0;0;0;239;2;0;0;1;0;3;0;6
"";"NCH1.1";16;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;1
"";"NCH1.1.1";37;0;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;1
"";"NCH1.1.1.1";2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1
"";"NCH1.1.2";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;2
"";"NCH1.1.3";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH2";1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"NCH2.1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
