"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"Basispaket";"BP";303;19;43;448;8;7;32;3;6;528;71;13;29;264;2371;41;4;13;7;2;0;0;13;2;4227;35;26;0;73;2;136;1;287
"Dermatologie";"DER1";4;0;0;1;0;0;0;1;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;
"";"DER1.1";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;1
"";"DER1.2";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"DER2";2;0;1;3;0;0;0;0;0;2;0;0;0;0;6;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;1
"Hals-Nasen-Ohren";"HNO1";38;0;0;7;0;0;4;0;0;1;3;0;0;9;30;0;0;0;0;0;0;0;0;0;92;1;1;0;8;0;10;0;5
"";"HNO1.1";27;0;0;7;0;0;0;0;0;0;0;1;0;3;5;0;0;0;2;0;0;0;0;0;45;0;2;0;1;0;3;0;2
"";"HNO1.1.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"HNO1.2";9;0;0;24;1;2;2;0;0;0;4;3;0;0;31;0;0;0;4;0;0;1;0;0;81;0;1;0;16;0;17;0;6
"";"HNO1.2.1";1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"HNO1.3";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;0;0;3;0;2
"";"HNO1.3.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"HNO1.3.2";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"HNO2";5;0;2;8;0;2;0;0;0;2;1;1;0;0;5;0;0;0;0;0;0;0;0;0;26;2;5;0;0;0;7;0;1
"";"KIE1";12;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;16;0;0;0;3;0;3;0;
"Neurochirurgie";"NCH1";36;1;0;18;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;58;0;1;0;1;0;2;0;3
"";"NCH1.1";2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"NCH1.1.1";7;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;
"";"NCH1.1.1.1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH1.1.2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH1.1.3";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
