"Spitalname";"2017";"2018";"2019";"% Änd. Vorjahr"
"Universitätsspital Zürich";1335848.328;1391269.128;1440130.352;3.51198937837711
"Kantonsspital Winterthur";495142.751;496950.297;511805.362;2.9892456226865
"Stadtspital Triemli";463078.194;452752.974;453752.501;0.220766523335958
"Klinik Hirslanden";381009.047;379274.867;376860.579;-0.636553647516014
"See-Spital";141785.996;139369.566;138545.886;-0.591004208192769
"Spital Uster";147230.271;149224.323;156352.474;4.7768023715544
"Spital Limmattal";170228.514;179489.405;189111.697;5.36092478550476
"Spital Bülach";134483.493;138761.358;146161.414;5.33293714234189
"Spital Zollikerberg";147308.733;150840.55;154346.196;2.32407399734356
"GZO AG Spital Wetzikon";144906.308;153881.448;149453.25;-2.87766852830759
"Stadtspital Waid";161731.914;156801.528;152650.828;-2.64710430627946
"Schulthess Klinik";202684.861;207762.691;201172.786;-3.17184234006672
"Kinderspital Zürich";292504.346;297214.135;309311.547;4.07026805774229
"Spital Männedorf";125054.413;123025.231;128179.155;4.18932275770325
"Universitätsklinik Balgrist";165337.209;169158.878;177994.781;5.22343438574946
"Spital Affoltern";71453.312;71010.787;72792.376;2.50889910570913
"Paracelsus-Spital Richterswil";40349.635;40966.06;35518.297;-13.2982351732141
"Limmatklinik";21951.295;20566.543;17683.168;-14.0197358399027
"Klinik Lengg";38904.384;37052.895;37356.785;0.820151839687577
"Uroviva Klinik für Urologie";14800.179;14829.23;17188.47;15.9093897660229
"Adus Medica";8059.371;9121.974;7897.417;-13.4242544431721
"Klinik Susenberg";10490.58;10359.114;10186.223;-1.6689747791172
"Sune-Egge";11016.206;11476.747;11748.394;2.36693376616215
"Spitäler mit Zürcher Leistungsauftrag";4725359.34;4801159.729;4896199.938;1.97952608045797
"Geburtshaus Zürcher Oberland";3251.572;3673.254;3671.626;-0.0443203764291744
"Geburtshaus Delphys";2138.408;2203.604;2343.507;6.3488267401947
"Geburtshäuser mit Zürcher Leistungsauftrag";5389.98;5876.858;6015.133;2.35287291270267
"Klinik Im Park";156045.903;153541.293;147373.709;-4.01688945005824
"Privatklinik Bethanien";58711.221;63714.994;78281.241;22.861568503012
"Klinik Lindberg";28523.442;28927.964;31392.19;8.5184909660424
"Klinik Pyramide am See";17957.133;17296.913;15695.295;-9.25955978387589
"Klinik Tiefenbrunnen";1446.219;1287.482;1372.278;6.5861891661398
"Eulachklinik";3714.335;;;
"Spitäler ohne Zürcher Leistungsauftrag";266398.253;264768.646;274114.713;3.52989945795923
"Total Kanton Zürich";4997147.573;5071805.233;5176329.784;2.06089441920807
"Spitäler Schaffhausen";184564.775;189892.644;;2.88672039396467
