"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"Basispaket";"BP";238;231;37;82;8;6;237;6;13;54;3815;19;14;203;264;34;2;11;9;2;0;1;3;4;5293;7;16;3;20;3;49;4;359
"Dermatologie";"DER1";7;4;0;0;0;0;1;1;0;0;10;0;0;0;3;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;1
"";"DER1.1";14;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;
"";"DER1.2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"DER2";7;2;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;1;0;1;0;
"Hals-Nasen-Ohren";"HNO1";34;2;0;2;0;0;14;1;0;0;85;0;0;8;10;0;0;0;2;0;0;1;0;0;159;0;0;0;1;0;1;0;14
"";"HNO1.1";48;0;0;3;0;0;0;0;0;0;8;0;0;7;1;0;0;0;2;0;0;0;0;0;69;0;0;0;1;0;1;0;8
"";"HNO1.1.1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"HNO1.2";15;0;0;9;1;0;11;0;1;0;104;0;0;0;8;0;0;0;2;0;0;4;0;0;155;0;0;0;10;0;10;0;16
"";"HNO1.2.1";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"HNO1.3";19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;3
"";"HNO1.3.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"HNO1.3.2";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"HNO2";7;1;0;6;0;0;3;0;0;5;20;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;2;0;0;0;2;0;4
"";"KIE1";12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;21;0;0;0;1;0;1;0;1
"Neurochirurgie";"NCH1";26;2;0;8;0;0;0;0;0;0;1;0;1;4;0;0;0;0;0;0;0;0;0;0;42;0;1;0;0;0;1;0;1
"";"NCH1.1";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1
"";"NCH1.1.1";14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;
"";"NCH1.1.1.1";4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"NCH1.1.2";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH1.1.3";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"NCH2";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH2.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH3";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"Neurologie";"NEU1";2;0;1;1;0;0;2;0;0;1;53;1;0;5;1;0;0;0;0;2;0;0;0;0;69;0;0;0;0;0;0;0;2
"";"NEU2";2;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;1
"";"NEU2.1";3;0;0;1;0;0;0;0;0;0;6;0;0;17;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;1
"";"NEU3";44;6;1;17;0;0;7;0;0;0;114;1;0;1;3;0;0;0;0;0;0;0;1;0;195;0;0;0;0;0;0;0;3
"";"NEU3.1";5;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"";"NEU4";0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;18;0;0;0;0;24;0;0;0;0;0;0;0;1
"";"NEU4.1";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;6;0;0;0;0;0;0;0;
"";"NEU4.2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;9;0;0;0;0;0;0;0;
"Ophthalmologie";"AUG1";7;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;0;0;1;0;2;0;
"";"AUG1.1";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"AUG1.2";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2
"";"AUG1.3";17;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;27;2;0;0;1;0;3;0;7
"";"AUG1.4";5;45;11;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;93;1;0;0;1;0;2;0;
"";"AUG1.5";32;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;63;1;0;0;0;0;1;0;4
