"Spitalname";"ambulant in %";"stationär in %";"Langzeitpflege in %";"übrige Aufträge in %"
"Universitätsspital Zürich";28.062105745465;57.4872040227711;0.000441365425172266;14.4502488663388
"Kantonsspital Winterthur";35.2577397715818;62.4855816417942;0.00396376491718708;2.25271482170681
"Stadtspital Triemli";28.5329376248844;61.625796597007;0;9.84126577810857
"Klinik Hirslanden";11.8014723395639;84.2313295446413;0;3.96719811579472
"See-Spital";17.5907302786963;71.5993115064159;0.00934068750079428;10.800617527387
"Spital Uster";30.0433422739924;67.310067172421;0;2.64659055358656
"Spital Limmattal";33.5671196789083;57.841050989474;0.00607532796549252;8.58575400365225
"Spital Bülach";28.4892078494272;70.2008910804902;0.00597807452869794;1.30392299555389
"Spital Zollikerberg";27.400019959342;70.175742094043;0.00330804727905865;2.42092989933602
"GZO AG Spital Wetzikon";28.9829142061083;65.9775484340142;0.00563335103469509;5.03390400884276
"Stadtspital Waid";28.9438314811594;61.8620486216572;0.00338029456418708;9.19073960261924
"Schulthess Klinik";28.3674620226533;56.9867962730187;0;14.6457417043279
"Kinderspital Zürich";26.3329697952075;54.6221449514898;0;19.0448852533027
"Spital Männedorf";30.6011659029674;68.0507693081635;0;1.34806478886914
"Universitätsklinik Balgrist";30.8911100055429;61.7317976006187;0;7.37709239383836
"Spital Affoltern";25.9396011997472;72.9357036865987;0;1.12469511365418
"Paracelsus-Spital Richterswil";44.909109814174;41.8403071118369;0;13.2505830739891
"Limmatklinik";24.3442307543897;75.6557692456103;0;0
"Klinik Lengg";19.5802748073899;77.3832477878942;0;3.0364774047159
"Uroviva Klinik für Urologie";10.078796578667;74.4256641920142;0;15.4955392293188
"Adus Medica";22.4914015401117;76.9396790414026;0;0.56891941848569
"Klinik Susenberg";0.853785938684562;96.7326965878063;0;2.41351747350913
"Sune-Egge";17.9989124290076;81.3739044100014;0;0.627183160991076
"Spitäler mit Zürcher Leistungsauftrag";27.341932028013;63.3048304904382;0.00155641110126121;9.3516810704476
"Geburtshaus Zürcher Oberland";17.7232873567676;78.9625110259376;0;3.31420161729475
"Geburtshaus Delphys";15.2577682768363;78.9081812477929;0;5.83405047537089
"Geburtshäuser mit Zürcher Leistungsauftrag";16.7877582920308;78.9418958593592;0;4.27034584861005
"Klinik Im Park";17.8427350898132;76.2425578675136;0;5.91470704267317
"Privatklinik Bethanien";9.41035036391101;89.6567444964478;0;0.932905139641199
"Klinik Lindberg";14.8522295162788;83.8017790460818;0;1.34599143763941
"Klinik Pyramide am See";0.562790167698894;99.4372098323011;0;0
"Klinik Tiefenbrunnen";44.2400076184514;55.7599923815486;0;0
"Eulachklinik";99.4661471761773;0;0;0.533852823822663
"Spitäler ohne Zürcher Leistungsauftrag";15.832580446348;80.4285356549743;0;3.73888389867771
"Total Kanton Zürich";26.6721094459297;64.3013210662661;0.00146567947899963;9.02510380832524
"Spitäler Schaffhausen";31.3692313367998;65.3733279695187;0;3.25744069368151
