"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"Basispaket";"BP";657;36;1242;208;32;19;13;3739;147;38;16;435;23;357;13;49;1572;12;27;0;10;29;6;5;8685;63;39;1;40;3;146;6;816
"Dermatologie";"DER1";30;0;3;0;0;0;0;23;1;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;61;0;0;0;0;0;0;0;1
"";"DER1.1";32;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;1;0;0;0;0;1;0;
"";"DER1.2";4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
"";"DER2";4;0;3;1;0;0;0;5;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;0;19;0;0;0;0;0;0;0;2
"Hals-Nasen-Ohren";"HNO1";122;0;4;2;0;6;0;58;3;0;0;6;0;27;1;0;21;0;15;0;0;9;0;0;274;2;0;0;2;0;4;0;21
"";"HNO1.1";60;2;0;2;0;6;0;11;0;0;0;14;0;7;0;0;1;0;3;0;0;1;0;0;107;0;3;0;1;0;4;0;15
"";"HNO1.1.1";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1
"";"HNO1.2";72;0;1;17;4;13;1;23;1;3;0;16;0;0;0;0;25;0;26;0;0;20;0;0;222;2;0;0;5;0;7;0;22
"";"HNO1.2.1";2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"HNO1.3";35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;1;0;0;0;1;0;21
"";"HNO1.3.1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"";"HNO1.3.2";1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2
"";"HNO2";17;0;21;12;0;0;0;44;1;5;0;15;0;0;0;0;0;0;0;0;0;0;0;0;115;0;3;0;0;0;3;0;7
"";"KIE1";45;0;0;1;0;0;0;1;0;0;0;0;0;2;0;0;1;0;2;0;0;0;0;0;52;1;0;0;1;0;2;0;1
"Neurochirurgie";"NCH1";52;1;0;21;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;81;0;2;0;0;0;2;0;7
"";"NCH1.1";9;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;1
"";"NCH1.1.1";15;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;2
"";"NCH1.1.1.1";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"NCH1.1.2";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2
"";"NCH1.1.3";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"NCH2";0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"NCH2.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;1
"";"NCH3";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;0;2
"Neurologie";"NEU1";22;0;25;2;0;0;0;46;2;0;0;6;0;7;0;0;12;0;0;2;0;0;0;0;124;0;0;0;0;0;0;0;10
"";"NEU2";1;0;7;0;0;0;0;5;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;2
"";"NEU2.1";6;0;2;0;0;0;0;2;0;0;0;1;0;18;0;0;6;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;1
"";"NEU3";57;1;75;6;0;0;0;164;2;0;0;8;0;3;1;0;29;0;0;0;0;0;0;0;346;1;0;0;0;0;1;0;18
"";"NEU3.1";9;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1
"";"NEU4";1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;15;0;0;0;0;18;0;0;0;0;0;0;0;1
"";"NEU4.1";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;7;0;0;0;0;0;0;0;
"";"NEU4.2";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;26;0;0;0;0;0;0;0;
"Ophthalmologie";"AUG1";18;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;2;0;0;1;0;3;0;6
"";"AUG1.1";5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"AUG1.2";4;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;1;2;0;4
"";"AUG1.3";11;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;25;7;0;0;5;0;12;0;10
"";"AUG1.4";8;1;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;3;0;0;5;0;8;0;
"";"AUG1.5";60;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;128;6;0;0;0;0;6;0;28
"Endokrinologie";"END1";8;0;7;2;0;0;0;35;1;0;0;4;0;1;0;2;14;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;3
"Gastroenterologie";"GAE1";49;1;70;22;1;0;0;288;10;6;0;43;0;3;1;0;122;4;0;0;0;0;0;0;620;3;1;1;0;0;5;0;26
"";"GAE1.1";11;0;22;8;0;0;0;71;3;1;0;8;0;0;0;0;8;0;0;0;0;0;0;0;132;3;1;0;0;0;4;0;5
"Viszeralchirugie";"VIS1";30;4;42;22;0;0;0;83;4;1;0;5;0;4;1;0;3;0;0;0;0;0;0;0;199;5;3;0;1;0;9;0;11
"";"VIS1.1";3;0;18;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;1
"";"VIS1.2";3;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;
"";"VIS1.3";1;0;4;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;
"";"VIS1.4";9;0;3;5;0;0;0;60;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;15
"";"VIS1.4.1";0;0;0;11;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;0;0;0;
"";"VIS1.5";3;0;3;3;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;1
"Haematologie";"HAE1";22;0;6;1;0;0;0;14;1;0;0;1;0;16;0;0;3;0;0;0;0;0;0;0;64;1;0;0;0;0;1;0;
"";"HAE1.1";32;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;
"";"HAE2";23;0;37;11;0;0;0;38;1;0;0;5;0;0;0;0;26;1;0;0;0;0;0;0;142;1;0;0;0;0;1;0;9
"";"HAE3";6;0;4;1;0;0;0;11;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;28;2;0;0;0;0;2;0;
"";"HAE4";0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
"";"HAE5";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"Gefässe";"GEF1";6;1;9;6;0;0;0;17;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;41;7;0;0;0;0;7;0;8
"";"ANG1";16;2;17;9;0;0;0;35;2;0;0;8;0;0;0;0;1;0;0;0;0;0;0;0;90;7;1;0;0;0;8;0;5
"";"GEFA";26;2;24;17;0;0;0;7;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;80;6;0;0;0;0;6;0;5
"";"GEF3";6;1;10;5;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;1
"";"ANG3";5;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"";"RAD1";8;0;6;5;0;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;3
"Herz";"HER1";0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;
"";"HER1.1";3;0;1;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"";"HER1.1.1";9;0;24;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;3;0;0;0;0;3;0;
"";"HER1.1.2";0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"HER1.1.3";2;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;2
"";"HER1.1.4";4;0;17;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1;0;0;0;0;1;0;1
"";"HER1.1.5";5;0;15;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;
"";"KAR1";12;0;21;14;0;0;0;31;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;84;5;0;0;0;0;5;0;
"";"KAR1.1";97;0;345;93;0;0;0;12;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;550;27;0;0;0;0;27;0;16
"";"KAR1.1.1";27;0;66;17;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;112;18;0;0;0;0;18;0;9
"";"KAR1.2";9;0;17;6;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;34;6;0;0;0;0;6;0;4
"";"KAR1.3";9;0;17;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;31;2;0;0;0;0;2;0;
"Nephrologie";"NEP1";14;0;18;1;0;0;0;28;2;8;0;14;0;0;0;0;0;0;0;0;0;0;0;0;85;1;0;0;0;0;1;0;10
"Urologie";"URO1";100;2;105;59;8;23;0;542;4;7;1;18;0;15;6;8;115;12;0;0;54;0;0;0;1079;10;21;1;0;0;32;0;65
"";"URO1.1";17;2;7;2;1;2;0;79;1;0;0;3;0;20;0;0;4;0;0;0;4;0;0;0;142;3;2;0;1;0;6;1;11
"";"URO1.1.1";3;0;6;8;0;2;0;31;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;55;1;2;0;0;0;3;0;3
"";"URO1.1.2";2;1;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;
"";"URO1.1.3";3;0;8;3;0;0;0;18;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;34;0;1;0;0;0;1;0;4
"";"URO1.1.4";2;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"";"URO1.1.7";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;1
"";"URO1.1.8";0;0;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;1
"Pneumologie";"PNE1";52;1;50;10;2;0;0;150;15;0;1;23;0;9;0;0;13;0;0;0;0;0;0;0;326;5;0;0;0;0;5;1;27
"";"PNE1.1";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"";"PNE1.2";27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;1
"";"PNE1.3";0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;
"";"PNE2";5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;7
"Thoraxchirurgie";"THO1";2;0;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
"";"THO1.1";5;0;12;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;
"";"THO1.2";0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;
"Transplantationen";"TPL1";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"TPL2";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"TPL3";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"TPL4";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"TPL5";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;
"";"TPL6";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"TPL7";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"Bewegungsapparat chirurgisch";"BEW1";40;7;36;43;2;21;1;192;9;3;0;8;64;13;4;118;34;0;6;0;0;7;0;0;608;39;7;1;5;0;52;0;98
