"Spitalname";"0-19";"0-19 in %";"20-39";"20-39 in %";"40-64";"40-64 in %";"65-79";"65-79 in %";"80+";"80+ in %";"Total"
"Universitätsspital Zürich";4035;9.37979450462597;9318;21.660700172021;14323;33.2953647310428;10499;24.4060625784555;4843;11.2580780138547;43018
"Kantonsspital Winterthur";4949;17.7294547538869;4550;16.3000644837716;6784;24.3032170237157;6831;24.4715913161854;4800;17.1956724224404;27914
"Stadtspital Triemli";3889;15.7341101266335;4290;17.3564753004005;6258;25.3186066270178;6052;24.4851721487235;4228;17.1056357972246;24717
"Klinik Hirslanden";1031;5.48433427309963;2474;13.1602744826852;6160;32.7677004095963;6314;33.5868929198362;2820;15.0007979147827;18799
"See-Spital Standort Horgen";973;13.4671280276817;1717;23.7647058823529;1608;22.2560553633218;1348;18.6574394463668;1579;21.8546712802768;7225
"See-Spital Standort Kilchberg";109;4.22972448583624;416;16.1428017074117;1066;41.3659293752425;774;30.034924330617;212;8.22662010089251;2577
"Spital Uster";1241;12.0275247140919;1976;19.1509982554759;2534;24.5590230664858;2500;24.2295018414421;2067;20.0329521225044;10318
"Spital Limmattal";1339;11.7178612059158;2645;23.1469327032467;3004;26.2886146845191;2384;20.8628686444386;2055;17.9837227618798;11427
"Spital Bülach";1745;16.5528362739518;2359;22.3771580345286;2386;22.633276418137;2198;20.8499335989376;1854;17.5867956744451;10542
"Spital Zollikerberg";2367;22.0575901593514;2829;26.36287391669;2013;18.7587363712608;1695;15.7953592395862;1827;17.0254403131115;10731
"GZO AG Spital Wetzikon";1190;11.4126786228062;2169;20.8017646494677;2820;27.0451711901793;2395;22.9692145391771;1853;17.7711709983696;10427
"Stadtspital Waid";131;1.50921658986175;942;10.852534562212;2174;25.0460829493088;2174;25.0460829493088;3259;37.5460829493088;8680
"Schulthess Klinik";572;7.33521415747628;1107;14.195947678892;3064;39.2921261862016;2467;31.6363170043601;588;7.54039497307002;7798
"Kinderspital Zürich";8312;99.987970648382;1;0.0120293516179478;0;0;0;0;0;0;8313
"Spital Männedorf";873;10.7911001236094;1456;17.9975278121137;2098;25.9332509270705;2030;25.0927070457355;1633;20.185414091471;8090
"Universitätsklinik Balgrist";282;5.3439454235361;1092;20.6935758953951;2155;40.8375971195755;1340;25.3932158423347;408;7.73166571915861;5277
"Spital Affoltern";397;11.7490381769754;563;16.6617342408997;783;23.1725362533294;800;23.6756436815626;836;24.7410476472329;3379
"Paracelsus-Spital Richterswil";438;23.4475374732334;636;34.0471092077088;387;20.7173447537473;272;14.5610278372591;135;7.22698072805139;1868
"Limmatklinik";338;21.9480519480519;454;29.4805194805195;504;32.7272727272727;192;12.4675324675325;52;3.37662337662338;1540
"Klinik Lengg";240;26.7558528428094;294;32.7759197324415;288;32.1070234113712;61;6.80044593088071;14;1.56075808249721;897
"Uroviva Klinik für Urologie";3;0.225056264066016;152;11.4028507126782;487;36.5341335333833;534;40.0600150037509;157;11.7779444861215;1333
"Adus Medica";76;9.38271604938272;199;24.5679012345679;377;46.5432098765432;136;16.7901234567901;22;2.71604938271605;810
"Klinik Susenberg";0;0;0;0;22;10.1382488479263;74;34.1013824884793;121;55.7603686635945;217
"Sune-Egge";0;0;34;27.2;88;70.4;3;2.4;0;0;125
"Spitäler mit Zürcher Leistungsauftrag";34530;15.2772738936918;41673;18.4375857217439;61383;27.15797577227;53073;23.4813425241791;35363;15.6458220881153;226022
"Geburtshaus Zürcher Oberland";398;48.0676328502416;406;49.0338164251208;24;2.89855072463768;0;0;0;0;828
"Geburtshaus Delphys";245;46.7557251908397;263;50.1908396946565;16;3.05343511450382;0;0;0;0;524
"Geburtshäuser mit Zürcher Leistungsauftrag";643;47.5591715976331;669;49.4822485207101;40;2.9585798816568;0;0;0;0;1352
"Klinik Im Park";545;8.99636843842852;764;12.6114229118521;1569;25.8996368438429;2158;35.6223175965665;1022;16.87025420931;6058
"Privatklinik Bethanien";525;12.5238549618321;798;19.0362595419847;1212;28.912213740458;1251;29.8425572519084;406;9.68511450381679;4192
"Klinik Lindberg";25;1.78699070764832;155;11.0793423874196;525;37.5268048606147;512;36.5975696926376;182;13.0092923516798;1399
"Klinik Pyramide am See";45;2.86077558804832;240;15.2574698029243;724;46.0267005721551;431;27.3998728544183;133;8.45518118245391;1573
"Klinik Tiefenbrunnen";2;2.27272727272727;22;25;49;55.6818181818182;14;15.9090909090909;1;1.13636363636364;88
"Spitäler ohne Zürcher Leistungsauftrag";1142;8.58001502629602;1979;14.8685199098422;4079;30.6461307287754;4366;32.8024042073629;1744;13.1029301277235;13310
"Total Kanton Zürich";36315;15.0882484917984;44321;18.4146017184358;65502;27.2149374283293;57439;23.8649016968307;37107;15.4173106646059;240684
"Spitäler Schaffhausen";1204;13.0798479087452;1817;19.7392721347094;2182;23.7045084193373;2209;23.9978272677892;1793;19.4785442694188;9205
