"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"Basispaket";"BP";608;51;1051;207;47;23;16;3753;171;40;11;378;30;359;27;67;1542;11;10;0;17;21;5;12;8457;77;21;1;18;2;119;2;888
"Dermatologie";"DER1";31;1;3;3;0;0;0;7;0;0;0;0;0;6;0;1;2;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;3
"";"DER1.1";26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;2;0;2;0;
"";"DER1.2";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"DER2";1;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;15;0;0;0;1;0;1;0;
"Hals-Nasen-Ohren";"HNO1";74;0;3;4;1;1;1;35;5;0;0;1;0;20;0;0;16;0;18;0;0;0;0;0;179;0;1;0;1;0;2;0;23
"";"HNO1.1";61;2;3;3;0;0;0;10;0;0;0;6;0;11;0;0;0;0;16;0;0;1;0;0;113;0;2;0;1;0;3;0;13
"";"HNO1.1.1";8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0;0;1;0;1
"";"HNO1.2";49;0;2;15;2;3;4;17;2;1;0;5;0;0;2;0;22;1;77;0;0;1;0;0;203;1;2;0;7;0;10;0;21
"";"HNO1.2.1";0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"HNO1.3";26;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;1;0;2;0;3;0;16
"";"HNO1.3.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"HNO1.3.2";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2
"";"HNO2";12;1;37;15;0;1;0;28;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;99;0;3;0;0;0;3;0;16
"";"KIE1";28;0;1;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;36;0;0;0;1;0;1;0;7
"Neurochirurgie";"NCH1";59;0;0;21;0;0;0;0;0;0;0;0;0;11;0;0;0;0;4;0;0;0;0;0;95;0;3;0;0;0;3;0;9
"";"NCH1.1";9;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;
"";"NCH1.1.1";21;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;
"";"NCH1.1.1.1";3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"NCH1.1.2";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;
"";"NCH1.1.3";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;
"";"NCH2.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH3";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;
"Neurologie";"NEU1";15;0;13;1;0;0;1;43;3;0;0;3;0;9;0;0;7;0;0;3;0;0;0;0;98;0;0;0;0;0;0;0;8
"";"NEU2";4;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;2
"";"NEU2.1";8;0;4;2;0;0;0;3;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;3
"";"NEU3";62;0;111;16;0;0;1;172;5;1;0;9;0;0;0;0;30;0;0;0;0;0;0;0;407;3;0;0;0;0;3;0;28
"";"NEU3.1";11;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;1
"";"NEU4";4;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;19;0;0;0;0;29;0;0;0;0;0;0;0;1
"";"NEU4.1";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;1
"";"NEU4.2";4;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;22;0;0;0;0;33;0;0;0;0;0;0;0;2
"Ophthalmologie";"AUG1";15;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;18;1;0;0;2;0;3;0;6
"";"AUG1.1";8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;11;0;0;0;0;0;0;0;
"";"AUG1.2";5;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;2;2;4;0;
"";"AUG1.3";12;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;35;2;0;0;1;0;3;0;13
"";"AUG1.4";3;0;55;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;5;0;0;4;0;9;0;
"";"AUG1.5";65;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;126;2;0;0;1;0;3;0;8
"Endokrinologie";"END1";20;0;8;3;0;0;0;75;1;0;0;7;0;7;0;1;16;0;0;0;0;0;0;0;138;0;0;0;0;0;0;0;9
"Gastroenterologie";"GAE1";51;3;75;23;3;0;1;336;13;3;1;33;0;13;1;0;56;1;0;0;0;0;0;0;613;11;1;0;0;0;12;2;40
"";"GAE1.1";11;0;14;5;0;0;0;73;8;1;0;3;0;0;0;0;4;0;0;0;0;0;0;0;119;2;1;0;0;0;3;0;5
"Viszeralchirugie";"VIS1";35;1;66;34;2;0;0;171;7;0;0;10;0;7;2;0;5;0;0;0;0;0;0;0;340;7;3;0;4;0;14;0;32
"";"VIS1.1";2;6;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;2
"";"VIS1.2";2;1;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;1;0;1
"";"VIS1.3";2;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
"";"VIS1.4";8;0;7;6;0;0;0;66;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;94;0;0;0;0;0;0;0;9
"";"VIS1.4.1";0;0;0;4;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;3
"";"VIS1.5";1;0;3;2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;1;0;0;0;1;0;3
"Hämatologie";"HAE1";11;0;6;3;0;0;0;9;0;0;0;2;0;40;0;0;3;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;
