"Spitalname";"2019";"2020";"2021";"% Änd. Vorjahr"
"Universitätsspital Zürich";1471837.357;1449165.061;1489230.102;2.76469824440515
"Kantonsspital Winterthur";535538.22;527509.157;562439.703;6.62178950573173
"Stadtspital Triemli";459276.384;459096.465;496254.24;8.0936748227848
"Klinik Hirslanden";398981.642;409752.21;433079.546;5.69303482219168
"See-Spital";142165.147;134964.537;147699.041;9.43544451236105
"Spital Uster";149463.768;154664.879;171905.378;11.1470031926252
"Spital Limmattal";186232.444;193543.748;202343.887;4.54684746520462
"Spital Bülach";148262.892;144567.194;156020.124;7.9222192000213
"Spital Zollikerberg";159755.077;162681.794;175457.724;7.85332500082954
"GZO AG Spital Wetzikon";151488.324;150163.506;153308.815;2.09458948034951
"Stadtspital Waid";151126.287;146350.374;147770.718;0.970509306658807
"Schulthess Klinik";205024.758;191878.058;202180.216;5.36911729636123
"Kinderspital Zürich";307450.43;297362.049;321897.406;8.25100482139871
"Spital Männedorf";130250.145;135861.185;145204.815;6.87733586307231
"Universitätsklinik Balgrist";183106.779;183762.063;212767.924;15.7844663509247
"Spital Affoltern";73571.286;60550.407;63625.512;5.07858683757485
"Paracelsus-Spital Richterswil";33523.938;;;
"Limmatklinik";18723.561;18328.618;20223.096;10.3361748278021
"Klinik Lengg";38206.651;39541.377;43015.644;8.78640872825445
"Uroviva Klinik für Urologie";18653.931;19343.197;18975.137;-1.90278783801872
"Adus Medica";8242.247;8826.561;9425.736;6.78831766981502
"Klinik Susenberg";10458.249;9901.004;9772.982;-1.29302038459939
"Sune-Egge";10229.385;9504.071;10009.479;5.31780539097404
"Spitäler mit Zürcher Leistungsauftrag";4991568.902;4907317.515;5192607.225;5.8135571853251
"Geburtshaus Zürcher Oberland";3601.678;3300.442;4008.171;21.443461209135
"Geburtshaus Delphys";2302.332;2338.228;2636.006;12.7351994758424
"Geburtshäuser mit Zürcher Leistungsauftrag";5904.01;5638.67;6644.177;17.8323434426913
"Klinik Im Park";134525.739;138992.172;140070.72;0.775977513323545
"Privatklinik Bethanien";76023.38;74382.243;71555.474;-3.80032772068999
"Klinik Lindberg";24665.012;22257.235;25305.257;13.6945222531011
"Klinik Pyramide am See";16859.909;17126.094;17776.796;3.79947698523668
"Klinik Tiefenbrunnen";1435.597;1634.292;1491.391;-8.7439086772743
"Spitäler ohne Zürcher Leistungsauftrag";253509.637;254392.036;256199.638;0.710557621387164
"Total Kanton Zürich";5250982.549;5167348.221;5455451.04;5.57544811532453
"Spitäler Schaffhausen";203644.932;214613.549;;5.38614778785655
