"Leistungsbereich";"SPLG";"Universitätsspital Zürich";"Kantonsspital Winterthur";"Stadtspital Triemli";"Klinik Hirslanden";"See-Spital Standort Horgen";"See-Spital Standort Kilchberg";"Spital Uster";"Spital Limmattal";"Spital Bülach";"Spital Zollikerberg";"GZO AG Spital Wetzikon";"Stadtspital Waid";"Schulthess Klinik";"Kinderspital Zürich";"Spital Männedorf";"Universitätsklinik Balgrist";"Spital Affoltern";"Paracelsus-Spital Richterswil";"Limmatklinik";"Klinik Lengg";"Uroviva Klinik für Urologie";"Adus Medica";"Klinik Susenberg";"Sune-Egge";"Spitäler mit Zürcher Leistungsauftrag";"Klinik Im Park";"Privatklinik Bethanien";"Klinik Lindberg";"Klinik Pyramide am See";"Klinik Tiefenbrunnen";"Spitäler ohne Zürcher Leistungsauftrag";"Spitäler Schaffhausen";"Ausserkantonale Nicht-Listenspitäler"
"Basispaket";"BP";4153;85;5753;1300;645;149;81;269;103;1609;52;4168;84;1280;172;174;198;31;62;3;15;6;98;63;20553;498;238;3;91;15;845;11;1148
"Dermatologie";"DER1";76;0;16;4;1;0;0;1;0;5;0;6;0;13;0;1;0;0;0;0;0;0;0;3;126;2;0;0;2;0;4;0;2
"";"DER1.1";61;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;6;0;0;1;0;7;0;
"";"DER1.2";0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;
"";"DER2";15;0;10;1;0;0;0;1;0;1;0;4;0;1;0;0;0;0;0;0;0;0;0;4;37;2;1;0;0;0;3;0;2
"Hals-Nasen-Ohren";"HNO1";209;2;11;11;3;20;3;11;1;4;1;25;0;65;7;0;0;0;100;0;0;0;0;0;473;4;3;0;14;0;21;0;21
"";"HNO1.1";185;3;1;19;3;0;0;0;0;1;0;31;0;35;0;0;0;1;28;0;0;0;0;0;307;4;11;0;14;0;29;0;17
"";"HNO1.1.1";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1
"";"HNO1.2";116;3;0;81;10;17;9;1;5;11;0;32;0;2;8;0;0;0;171;0;0;1;0;0;467;6;2;1;31;1;41;1;27
"";"HNO1.2.1";1;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;
"";"HNO1.3";103;0;0;1;0;0;0;0;0;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;113;0;4;0;0;0;4;0;8
"";"HNO1.3.1";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;
"";"HNO1.3.2";12;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;16;0;1;0;0;0;1;0;2
"";"HNO2";63;3;69;63;0;9;0;2;9;14;0;1;0;0;2;0;0;0;0;0;0;0;0;0;235;3;15;0;7;0;25;0;13
"";"KIE1";121;2;2;2;0;0;0;0;0;0;0;1;0;8;0;0;0;0;9;0;0;0;1;1;147;1;1;0;2;0;4;0;5
"Neurochirurgie";"NCH1";148;1;0;54;0;0;0;0;0;0;0;0;0;21;0;0;0;0;4;0;0;0;0;0;228;2;0;0;0;0;2;0;11
"";"NCH1.1";15;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3
"";"NCH1.1.1";43;0;0;30;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;
"";"NCH1.1.1.1";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;
"";"NCH1.1.2";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;
"";"NCH1.1.3";3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1
"";"NCH2";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
"";"NCH2.1";;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;
"";"NCH3";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;2;0;2
"Neurologie";"NEU1";85;0;44;37;1;0;0;2;1;16;1;20;0;27;1;0;0;0;0;8;0;0;1;0;244;1;0;0;0;0;1;0;17
"";"NEU2";14;0;17;4;0;0;0;1;0;2;0;10;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;
"";"NEU2.1";15;0;1;6;0;0;0;0;0;3;0;2;0;27;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;1
"";"NEU3";323;1;288;143;15;0;1;8;0;34;1;112;0;0;1;0;2;0;0;0;0;0;0;0;929;3;0;0;0;0;3;0;29
"";"NEU3.1";32;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;2
"";"NEU4";8;0;0;7;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;63;0;0;0;0;80;0;0;0;0;0;0;0;
"";"NEU4.1";14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;27;0;0;0;0;0;0;0;
"";"NEU4.2";18;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;52;0;0;0;0;91;0;0;0;0;0;0;0;1
"Ophthalmologie";"AUG1";36;3;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;7;0;0;1;0;8;0;6
"";"AUG1.1";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;15;0;0;0;0;0;0;0;
"";"AUG1.2";15;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;22;2;0;0;10;4;16;0;5
"";"AUG1.3";17;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;60;31;0;0;2;0;33;0;13
"";"AUG1.4";41;16;117;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;202;15;0;0;15;0;30;0;1
"";"AUG1.5";200;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;300;13;0;0;0;0;13;0;23
"Endokrinologie";"END1";83;1;54;15;3;0;2;5;1;13;0;119;0;26;0;1;0;0;0;0;0;0;1;2;326;3;0;0;0;0;3;0;9
"Gastroenterologie";"GAE1";279;6;389;163;47;0;4;19;8;111;4;365;0;28;6;0;2;3;0;0;0;0;0;0;1434;67;10;0;0;0;77;0;45
"";"GAE1.1";46;3;73;26;7;0;0;1;0;20;3;67;0;0;0;0;0;0;0;0;0;0;0;0;246;19;2;0;0;0;21;1;8
"Viszeralchirugie";"VIS1";169;4;205;130;15;3;2;15;0;42;2;101;0;27;7;0;0;0;1;0;0;0;0;0;723;28;23;0;10;0;61;2;20
"";"VIS1.1";10;0;14;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;1;0;0;0;0;1;0;3
"";"VIS1.2";19;0;11;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;37;1;0;0;0;0;1;0;2
"";"VIS1.3";9;0;3;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;21;0;1;0;0;0;1;0;1
"";"VIS1.4";21;0;20;21;0;0;0;23;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;114;0;0;0;0;0;0;0;23
"";"VIS1.4.1";10;0;0;11;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;1;0;1;0;5
"";"VIS1.5";11;0;6;14;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;33;1;4;0;0;0;5;0;1
"Hämatologie";"HAE1";44;1;8;8;0;0;0;0;0;2;0;10;0;39;0;0;0;0;0;0;0;0;1;0;113;0;0;0;0;0;0;0;1
"";"HAE1.1";50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;
"";"HAE2";152;9;45;62;2;0;0;1;0;15;0;80;0;1;0;0;0;0;0;0;0;0;1;0;368;16;3;0;0;0;19;0;18
"";"HAE3";8;0;12;10;0;0;0;0;0;1;0;20;0;1;0;0;0;0;0;0;0;0;2;0;54;4;0;0;0;0;4;0;
"";"HAE4";7;0;2;7;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;1
"";"HAE5";16;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;
"Gefässe";"GEF1";20;0;41;28;0;0;0;6;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;98;7;2;0;0;0;9;0;3
"";"ANG1";119;3;62;35;2;0;0;2;0;0;0;40;0;0;0;0;0;0;0;0;0;0;1;0;264;57;1;0;0;0;58;0;5
"";"GEFA";121;4;63;76;0;0;0;0;0;0;0;15;0;6;0;0;0;0;0;0;0;0;0;0;285;28;7;0;0;0;35;0;6
"";"GEF3";19;0;10;19;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;3;1;0;0;0;4;0;1
"";"ANG3";14;0;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;1;0;0;0;0;1;0;
"";"RAD1";30;0;17;49;1;0;0;0;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;105;4;0;0;1;0;5;0;4
"Herz";"HER1";5;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;
