"Spitalname";"2019";"2020";"2021";"% Änd. Vorjahr"
"Universitätsspital Zürich";6729.753;6923.129;7002.048;1.13993253628526
"Kantonsspital Winterthur";2595.336;2673.276;2771.133;3.66056479016756
"Stadtspital Triemli";2228.053;2324.764;2491.856;7.18748225626344
"Klinik Hirslanden";1251.956;1319.852;1390.669;5.36552583168415
"See-Spital";628.551;624.027;628.595;0.732019608125922
"Spital Uster";844.689;860.49;848.682;-1.37224139734338
"Spital Limmattal";899.388;910.157;956.336;5.07374002507259
"Spital Bülach";820.735;813.211;821.793;1.05532266533532
"Spital Zollikerberg";756.42;758.96;805.798;6.17133972804891
"GZO AG Spital Wetzikon";688.018;664.125;652.825;-1.70148691887821
"Stadtspital Waid";835.442;776.065;798.421;2.88068654043154
"Schulthess Klinik";838.974;783.122;800.878;2.26733510232124
"Kinderspital Zürich";1663.053;1704.205;1752.683;2.84461083026983
"Spital Männedorf";662.462;688.297;690.651;0.342003524641243
"Universitätsklinik Balgrist";843.68;888.658;893.313;0.523823563170533
"Spital Affoltern";360.279;348.974;335.458;-3.87306790763781
"Paracelsus-Spital Richterswil";154.796;113.94;;
"Limmatklinik";32.8;32.618;32.734;0.355631859709371
"Klinik Lengg";214.188;203.582;211.001;3.64423180831313
"Uroviva Klinik für Urologie";51.13;61.829;63.95;3.43042908667455
"Adus Medica";24.12;22.387;26.687;19.2075758252557
"Klinik Susenberg";81.144;77.123;77.356;0.302114803625364
"Sune-Egge";54.14;46.128;42.036;-8.87096774193548
"Spitäler mit Zürcher Leistungsauftrag";23259.107;23618.919;24094.903;2.01526581296967
"Geburtshaus Zürcher Oberland";24.974;24.064;24.472;1.69547872340425
"Geburtshaus Delphys";9.06;9.71;10.4;7.10607621009269
"Geburtshäuser mit Zürcher Leistungsauftrag";34.034;33.774;34.872;3.25102149582519
"Klinik Im Park";469.624;459.48;469.219;2.11956994863758
"Privatklinik Bethanien";190.619;211.918;196.42;-7.31320605139725
"Klinik Lindberg";109.066;110.633;98.257;-11.1865356629577
"Klinik Pyramide am See";80.42;83.72;81.978;-2.08074534161491
"Klinik Tiefenbrunnen";5.01;5.87;5.63;-4.0885860306644
"Spitäler ohne Zürcher Leistungsauftrag";854.739;871.621;851.504;-2.30799854523926
"Total Kanton Zürich";24147.88;24524.314;24981.279;1.86331409718534
"Spitäler Schaffhausen";955.434;988.324;;3.44241465135218
