"Spitalname";"2019";"2020";"2021";"% Änd. Vorjahr"
"Universitätsspital Zürich";43018;38650;39466;2.11125485122898
"Kantonsspital Winterthur";27914;26797;28048;4.66843303354854
"Stadtspital Triemli";24717;23959;25034;4.48683167077091
"Klinik Hirslanden";18799;18435;19294;4.65961486303228
"See-Spital Standort Horgen";7225;6383;7027;10.0892997023343
"See-Spital Standort Kilchberg";2577;2338;2567;9.79469632164243
"Spital Uster";10318;9628;9921;3.04320731200665
"Spital Limmattal";11427;11338;12054;6.31504674545775
"Spital Bülach";10542;10058;10251;1.91887055080533
"Spital Zollikerberg";10731;10821;11558;6.81083079197855
"GZO AG Spital Wetzikon";10427;9879;10011;1.33616762830246
"Stadtspital Waid";8680;8134;8235;1.24170149987706
"Schulthess Klinik";7798;7671;8004;4.34102463824795
"Kinderspital Zürich";8313;7487;8030;7.25257112328035
"Spital Männedorf";8090;7812;8164;4.50588837685613
"Universitätsklinik Balgrist";5277;5415;6176;14.0535549399815
"Spital Affoltern";3379;2642;2510;-4.99621498864497
"Paracelsus-Spital Richterswil";1868;1483;;
"Limmatklinik";1540;1528;1846;20.8115183246073
"Klinik Lengg";897;877;931;6.15735461801596
"Uroviva Klinik für Urologie";1333;1401;1475;5.2819414703783
"Adus Medica";810;737;803;8.95522388059702
"Klinik Susenberg";217;176;196;11.3636363636364
"Sune-Egge";125;144;179;24.3055555555556
"Spitäler mit Zürcher Leistungsauftrag";226022;213793;221780;3.73585664638225
"Geburtshaus Zürcher Oberland";828;790;979;23.9240506329114
"Geburtshaus Delphys";524;536;603;12.5
"Geburtshäuser mit Zürcher Leistungsauftrag";1352;1326;1582;19.3061840120664
"Klinik Im Park";6058;6191;6268;1.24374091423034
"Privatklinik Bethanien";4192;4116;4150;0.82604470359573
"Klinik Lindberg";1399;1213;1436;18.3841714756801
"Klinik Pyramide am See";1573;1444;1567;8.5180055401662
"Klinik Tiefenbrunnen";88;80;66;-17.5
"Spitäler ohne Zürcher Leistungsauftrag";13310;13044;13487;3.39619748543392
"Total Kanton Zürich";240684;228163;236849;3.80692750358296
"Spitäler Schaffhausen";9444;9281;;-1.72596357475646
